	text	labels
6804272	No comment might not be a lie, Justice Stevens, but but at but this the the respondent specifically says it would have been constitutional to say I cannot get back to you, or if there is information, we're not in a position to give it to you.	1
365144	I mean, there... it... it's a means, it seems to me, of expanding copyright protection.	0
77613	Yes, and if it doesn't... doesn't--	1
4803129	Is everything that is bad regulation punishment?	1
932672	That there's nothing in the record to show that.	0
1336746	So you like what they did, the permission to have the slot machines, but then say, ah, but once... they have to give us as sweet a deal as they gave the riverboats.	1
1205826	But it's not recognized in the Federal statute or in the regulations.	0
3880597	In fact, the court should grant relief on ineffectiveness grounds on direct appeal only in situations such as the one that confronted the Court in Kimmelman, where there was an extended dialogue between trial counsel and the trial court concerning trial counsel's assertively deficient decision--	1
4619866	I mean, the... but the... my thought was, and this might be totally wrong, that it isn't that the... you know, the fact that something was done in the Middle Ages is not, whoever Holmes said, a reason for following it, so let's start with the Restatement rule.	1
3203335	Here, because there's no give, it does have a punitive feel.	1
2747303	In this case--	1
67207	I read your brief.	1
8451187	So it--	1
9359149	thirty-one twenty-one A. Thirty-one...	1
928612	I thought that the law itself said that this is the only remedy that the remedy of the prime or its assignee suing was the only remedy, was the exclusive remedy.	1
2093649	And when you put all those together, where do you go?	1
1990399	--If you want to talk about violence to the statute, Nierotko, it seems to me, does a fair amount of violence to the statute, and I suppose the question is whether you're going to... whether it's worse to extend that violence to both half of... both halves of the statute, or to leave Nierotko where it is as a case that, where a hard case made bad law, taking the word paid not to mean paid in order to prevent Social Security recipients from being read out of the system.	1
1133303	Yes.	1
5375694	by these conditions.	1
758281	ahead.	1
942648	Right. It's got to be a...	0
3542390	Abolutely.	1
8157232	The Freedman case seemed to require prompt judicial determination, didn't it?	1
1548474	State law.	1
7223409	General Underwood, in the few minutes remaining, do you think you could give us a 1-minute explanation of your views about the First Amendment issues?	1
3603815	But it's not the kind...	1
2737263	The students get some credit for physical education, toward that requirement, from being on this varsity team?	1
8003259	I mean, that could be done, couldn't it?	1
2319718	I don't discount that, yes.	0
8341636	I... I don't know.	1
1399606	There, the vast majority of the courts of appeals have said that you can extend a traffic stop for unrelated questioning, and the courts have looked to how much time does the questioning take, how long is the overall stop, and was the officer reasonably diligent with respect to the traffic mission.	0
2452278	It's at page fifty-eight A.	1
925138	outside world?	1
8292248	The test is circular.	1
2256983	competent to assist his lawyers. There's a difference there.	1
9170974	but Congress...	1
1061491	Now, did the Fourth Circuit rest on some grounds of mootness as opposed to standing?	0
5184331	You mean, unaware in fact, even if the plaintiff should have been aware?	1
6446544	Well, does it make a difference?	1
1634389	[Laughter]	1
7487307	--That's controverted.	1
5827774	[Laughter]	1
5114527	It says that... Nierotko is about back pay being covered by the Social Security Act and, more importantly, the Court says that even though the administrators think it shouldn't fall within it--	1
4023011	Well, I think the answer, Justice Ginsburg, is that many of those instruments that are ordinary debt instruments may be investment contracts as well.	1
310817	What it accomplishes is the -- is the enforcement of the Fourth Amendment.	0
8107450	system.	1
388517	evidence...	1
1165931	The trial judge denied it because he wanted to go to the hospital with his daughter on one day and he had another trial in another case starting the day after.	1
7302496	That's correct.	1
2643300	That's not in the record, is it?	1
1472144	And you are basing that on practice of lawyers at the time or something?	0
7165851	Congress did change this because it wanted to make it simple for people.	1
2232987	so what should I do as a juror if I thought that a life sentence is appropriate because of the abused childhood and the mental retardation, but I didn't think a life sentence as reflected by a negative answer to these questions was appropriate, what am I supposed to do?	1
530702	[Laughter]	1
1801685	Why is this any different?	1
9091584	--there are... are there not instances in the record in which individuals who have contributed their maximum directly to the candidate have then made contributions to the political party?	1
4174128	can assume that if...	1
1163010	percentage...	1
3791656	Now you're complaining about that, so if he doesn't have discretion, then why isn't my horrendous imaginary hypothetical a real problem?	1
